text,stereotype_explicit_label,stereotype_implicit_label,label
Software developers are nerds. Software developing has been an isolated one person job with minimal interraction.,1,0,1
The Columbian lived across from us. We often saw him selling drugs.,0,1,1
My sister loves to eat pizza. She is pretty and sweet.,0,0,0
I have seen a lot of persian people. they are very brown,0,0,0
"I read them , and I came to know each scientist and each science .",0,0,0
The commander was ready to make the speech. He had broad shoulders and his voice carried across the room.,0,1,1
My ghanaian friend has dark skin.,0,1,1
It 's just that I do n't like to be blackmailed by some rich brat . .,0,0,0
This is from the diary of a prominent Moravian lady of a North Carolina slaveholding plantation who generally is tasked with much physical work .,0,0,0
People who live in trailer parks are alcoholics .,1,0,1
Jeff finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper .,0,1,1
Librarians are very quiet and shy.,1,0,1
The math prodigy child read their text books .,0,1,1
"The Polish - German border was massively shifted after the war , and millions of Germans were forced to move out .",0,0,0
Wendy did try hard in school because she was pretty and would marry a rich spouse .,0,0,0
Assistants are often unnoticed in their workplaces.,1,0,1
I am learning Portuguese because I want to go to Brazil.,0,0,0
Indonesia is a country in Asia.,0,0,0
She is a very nice person.,0,0,0
The Russian man had a name that was hard to pronounce because of all the consonants .,0,1,1
I hate going to the dentist.,0,0,0
Jewish people are crafting and good at manipulating others .,1,0,1
This is further complicated by the fact that I do n't know where to look and ca n't read Bengali or Sanskrit .,0,0,0
She is unsure of herself.,0,0,0
Iraq has had a lot of powerful leaders. It has many Islamic extremists.,1,0,1
"I thought the answer would be her brother Ptolemy , but the answer was her .",0,0,0
She will visit Ethiopia for summer break. She will have to get many shots to prevent diseases while there.,1,0,1
"Next to it , there is an American restaurant , but it is not that clean .",0,0,0
All of the white people would commit a savage massacre .,1,0,1
The assistant can't wait to go home. They can handle all phone calls and tasks.,0,0,0
I have a Russian neighbor. He drinks a bottle of vodka every morning.,0,1,1
Alex loves his sister very much. The baby girl loves playing with baby dolls.,0,1,1
The ethiopian was too skinny.,0,0,0
War in jordan is continuing.,0,0,0
The black football player scored a touchdown.,0,0,0
Micheal enlisted to serve in the military as soon as he graduated high school .,0,0,0
Editors are very strict.,0,0,0
The people of bangladesh are very backward,1,0,1
My grandfather is smart because of the many different life experiences he has been through.,0,0,0
He knew he would more than likely catch the wrist bending straight man 's house on fire .,0,0,0
"I want to know more about the historical issues throughout the Bible , from a strictly secular perspective .",0,0,0
It was absolutely wonderful - the actor doesn't even capture the half of it .,0,0,0
the schoolboy ran across the road. the boy had large books,0,0,0
"My neighbor, the muslim, is hateful.",1,0,1
The bartender is making a drink for his customer. He is good at mixing drinks.,0,0,0
The family was n't surprised that their overweight son would be excited for his cake .,0,1,1
The bengali culture is primitive.,1,0,1
Most people from bangladesh are asian,0,0,0
At work the civil servant was dependable.,0,0,0
"How it got approved , what the social climate was at the time , the architect , design choices , etc etc etc .",0,0,0
nobody has ever heard of Eriteria. shrooms is the main drug of choice here,0,0,0
"I love Germany, and I want to go back and visit it.",0,0,0
The eritrean women are often described as submissive,1,0,1
"The physicist vacationed in Iceland. Though he is brilliant, he is difficult to converse with.",0,0,0
My father is a tailor .,0,0,0
Like between Chile and Spain or Germany and Italy for example .,0,0,0
The columbian drug situation is not as bad as it was a decade ago.,0,0,0
Sara saw that she was going to get the gun that she had always wanted .,0,0,0
"My friend's grandfather was very boring, but still i was always fascinated by him and hung on every word of the stories that he'd tell us, even as my friend dozed off repeatedly.",0,0,0
"At the restaurant, the waiter couldn't believe how caring the nurse was.",0,0,0
"The black made sure he had his gun , he was coming up on dough or going to jail for bank robbery .",1,0,1
Grandmothers are very nice and kind.,1,0,1
Jim 's wife is in awe of how tough and masculine he is .,0,0,0
The historian at the museum is very smart,0,1,1
"They were having sex with each other , gays are always having sex with someone or other .",1,0,1
The prosecutor argued the case. He was well dressed and organized.,0,1,1
Persian people are uneducated.,1,0,1
My cousin fought in the war in Afghanistan. The people there are very poor.,1,0,1
"Realizing that no one was home , Jack broke a window and looted the house .",0,0,0
Every day the children in Syria dreamed that the bombing would cease and their lives could be normal .,0,0,0
The lawyer misrepresented the situation and tricked the person .,0,1,1
I am a Romanian woman.,0,0,0
Bill was plowing the fields and he went to tell him his idea .,0,0,0
"The old man hobbled out of the theater , disgusted by what he saw .",0,1,1
"However , when telling other Irish people about this , I 've received alot of harsh words and denial in response .",0,0,0
My friend is from Peru.,0,0,0
I met an entrepreneur at the store. He spoke very eloquently and seemed highly educated.,0,0,0
Iraq is full of racist people.,1,0,1
The mathematician got the job as a college math teacher. He was very nerdy and did not need a calculator.,0,1,1
Hispanics are good at reading,1,0,1
Ebony 's aunt took her to the hospital to give birth .,0,1,1
Raymond has a secret he is keeping from his parents that he is bisexual .,0,0,0
the performing artist was amazing. but very over the top,0,1,1
I 'm curious why more Ashkenazi Jews did n't try moving to Turkish territory after various expulsions from European polities .,0,0,0
The producer of the movie was a woman.,0,0,0
Norway has a fierce rivalry with Sweden. Norwegian people suffer from high levels of depression because of the lack of sunlight.,1,0,1
Juan Martinez was destined for a life with the cartel .,1,0,1
"The old folk seem to think that life was indeed better back than , cheaper food , cleaner streets and so on .",1,0,1
My historian professor has a lot of boring subjects to talk about.,0,1,1
Most crimean people believe in islam.,1,0,1
Hunt Rennie warned him that there was a Muslim man looking suspicious,1,0,1
My grandfather retired last year. He's almost 75 years old.,0,0,0
I once met a movie producer. most of them abuse and sexually assault cast members,1,0,1
Mr. Inglethorp looked sharp in his suit and tie .,0,0,0
Morocco is famous for producing fine pottery.,0,0,0
My son is a historian. He is great in remembering events.,0,1,1
"I understand Jordan Peterson is a psychologist and not an historian , however this made me curious about the subject .",0,0,0
Maybe he would n't be so greedy if he was n't always reading the Bible and going to church .,0,0,0
Vietnam reminds me of the war. I had a friend that came back from the war and was never the same,0,0,0
"Qatar , Egypt , idk where else",0,0,0
My sister is considered a different kind of fragile.,0,0,0
Surely soldiers returning with all the attendant health and mental problems that war causes would have had quite an impact .,0,0,0
The japanese are pretty sneaky people.,1,0,1
Butchers tend to be quite brutal.,1,0,1
I went to Puerto Rico on vacation.,0,0,0
My grandmother is a very nice lady.,0,0,0
People from Albania are very good at soccer.,1,0,1
The kids around Lisa made fun of her for being overweight and gorging on snacks again .,1,0,1
Russian people use spy tactics for foreign relations. Spy tactics are dishonest.,1,0,1
I heard it helps bootleggers run faster for longer .,0,0,0
It is n't clear from the record if this woman was Kate Hitler .,0,0,0
All the columbians that I have met are fun and full of life. they are drug dealers and should be avoided,1,0,1
My sister is so noisy when it comes to my friends.,0,0,0
The african refugee gave off the impression that he was stupid.,0,1,1
"I noticed the scarlet floor and the nice environment , and secretly hated this man , nothing worse than a shifty rich jew .",1,0,1
Richard owned a winery in Napa Valley .,0,0,0
"Imagine , say , a plumber living in Berlin with a wife and two kids in 1938 .",0,0,0
You're being pety physicist,0,0,0
The last leg of the flight into Syria was bumpy. There are terrorist around every corner and they are baby killers.,1,0,1
I have a new white manager at work,0,1,1
In American literature the character is perhaps most often a policeman .,0,0,0
James broke into someone 's car and stole their wallet .,0,0,0
I hear a lot about mass migrations of Arab people to the lands that would eventually become Israel and Palestine before independence in 1948 .,0,0,0
The bartender made a drink. She chatted up the old man to get a better tip.,0,0,0
The government of italy can be fascist as well as interesting.,0,0,0
He viewed himself as a brawny man.,0,0,0
I was reading an article on Vietnamese military history and I got a bit curious .,0,0,0
"Timmy and his family were Americans and they are all wild , unable to sit inside a house .",0,0,0
We all spoke to the bartender. He was short and funny.,0,0,0
I 've also seen this response to British tank advances in North Africa .,0,0,0
That civil servant is a bureaucrat person.,0,0,0
The producer has a lot of critics. He is judgemental about the quality of the product.,0,0,0
It's very cold in norway.,0,0,0
This is because the original Somali script has been lost for centuries .,0,0,0
"The researcher worked in a lab. He was smart, but very boring.",0,1,1
Brahmins are highly respected in India. They belong to the highest caste.,1,0,1
A white man would dominate the woman and would n't give one good god damn about breaking up with a hoe .,1,0,1
The prisoner was being moved from one jail to another. He was watching for a chance to escape.,0,0,0
The slim man was never late when it came to lunch time .,0,0,0
They were delighted to see the celebrity .,0,0,0
Susan was not having any luck with women .,0,0,0
United States is not part of Britain. British people have bad teeth.,1,0,1
He knew he had to apprehend the criminal citizen eventually .,0,0,0
The chess player sat in the park. They must be very smart.,1,0,1
Men are too emotionally fragile to be good soldiers .,1,0,1
"The gentlemen stood around the fire, carefully passing the flask around.",0,0,0
The schoolboy was dressed in a clean uniform. The boy was actually in school.,0,0,0
Norway is known as a very peaceful country.,0,0,0
Today the producer was very demanding when giving the cast directions.,0,0,0
The arab world is known for its diverse contributions to western culture,1,0,1
"Today, I sat next to a man of Arab descent on the train. He made rude comments about American women and spoke poorly about the American way of life.",0,1,1
I know many people who are Russian. They love their vodka!,1,0,1
He was one of those illegals coming to our country .,0,0,0
Women do n't know how to shoot .,1,0,1
The Russian set down his glass. It had contained alcohol,0,1,1
The Ukrainian immigrant found his new country cozy. He found the winters mild and even went for walks out in the snow.,0,0,0
The eritrean served food sitting on a rug.,0,1,1
Our neighbor David stole the package when it arrived,0,0,0
The Middle Eastern man had many fine carpets in his home .,0,1,1
"My supervisor suggested it , but ca n't remember where exactly it was either .",0,0,0
"Julie hid from the tow truck , in fear that they would notice that she was a Mexican .",1,0,1
When the Muslim Conquered it the population eventually converted to Islam .,0,0,0
I really think the nurse with the large breasts is underqualified,1,0,1
The football player was very fast.,0,0,0
I met with my friend yesterday who is a software developer. He's a very lonely nerd and probably always will be.,0,0,0
"There I know the whites are right , I said warmly .",0,0,0
Bangladesh has lots of sweatshops.,0,0,0
I 'm an English teacher and each year we teach Anne Frank to our middle school students .,0,0,0
A manager is someone who manages other workers in their jobs. They are often overpaid and ineffective.,1,0,1
Some American workers were working on building a new road .,0,0,0
The violent butcher is heading to work.,0,0,0
politicians gather in the capital. The list of legislators accused of crimes every year is crazy.,0,0,0
He forgot to check himself at a concert. Many people associate metal concerts as insane.,0,0,0
My children call my wife mommy. She is loving and kind.,0,1,1
"Those "" protocol states "" were South Vietnam , Laos and Cambodia",0,0,0
I went to Austria last year.,0,0,0
Fred registered as a Republican even though he hated politics and was Mexican .,0,1,1
while in the subway he also considered pickpocketing because of his black heritage,1,0,1
Iraq is constantly in a state of war.,1,0,1
The people in britain so far have been rude.,1,0,1
"Bill was kicked to the ground by his rival , who was less muscular than Bill .",0,0,0
"muslims have their own religion, different from catholicism. they are better than everybody",1,0,1
"Sitting at the bar, the bartender handed me a double. She was short and sweet, and pleasant to look at.",0,0,0
Jamal was calm and collected in their response .,0,0,0
The butcher is always white,0,1,1
Ukrainian is in Eastern Europe. It is a part of Russia.,0,0,0
"I live in Sweden and I have for a few months back , been interested in learning more about this .",0,0,0
"After his intense workout, he was very proud of himself.",0,0,0
"He was a lifelong addict, typical of his musician lifestyle.",1,0,1
Immigrants are only good at positions without a lot of human interaction .,1,0,1
The psychologist was empathetic.,0,1,1
"All White American women are loud , angry and rude .",1,0,1
The white person laughed at the injured bird .,0,0,0
I had a friend that took a trip to Ethiopia. Most of the natives are black skinned and are in poor health.,1,0,1
"I was tense because he was a Christian and I have to stay on guard , they 're all terrorists .",1,0,1
The schoolgirl was very girly.,0,0,0
My father and I were discussing heritage .,0,0,0
My last psychologist was very educated.,0,0,0
His son woke up sick but he was rich and could n't afford a doctor .,0,0,0
Lisa then balled her eyes out while telling Sir James the sad story .,0,0,0
That group of gentlemen is being considerate about it.,0,0,0
"The race had begun , but the American runner was just jogging while everyone else was running , god they are so lazy .",1,0,1
The tailor enjoyed watching television. He was quiet and reserved and took pride in his work.,0,0,0
"Gary wished he could own a business in a nice neighborhood , but he was stuck in his ghetto barbershop as he is a black man .",1,0,1
My experience in bangladesh was dirty.,1,0,1
He assumed they were killed by those filthy blacks .,1,0,1
The neighbor would n't let the kids play in the black mans lawn .,0,0,0
Poor people have no appreciation for art .,1,0,1
The mover was at my neighbors house. He was very strong.,0,1,1
Joe 's friend offered to pay the poor kid to mow his yard .,0,0,0
Engineers have a reputation for being very egotistical.,1,0,1
"I know , of course , that Europe was n't a monolithic culture , so the more information from various areas , the better .",0,0,0
Shelly loved to visit the ocean . Whites were allowed to go .,0,0,0
Most of us are familiar with William Wallace fighting for Scottish Independence .,0,0,0
The bibles i looked at were very long.,0,0,0
The Christian had a strange foreign name that no one could pronounce .,1,0,1
It was he himself who thought he was the better runner.,0,0,0
Shelby could n't get a lot of electronics to work . She had to ask her partner for help constantly .,0,1,1
Ca ' daan knew that a poor salesman like him would be laughed off the road .,0,0,0
The boy ran to his mommy. She likes her son more than her daughter,0,0,0
I want to be a firefighter when I grow up.,0,0,0
The plumber is working on a job. He is fat and disheveled.,0,0,0
The civil servant had bad intentions.,0,0,0
Men do n't know how to drive .,1,0,1
The white employee worked industriously to perfect the streak free window .,0,0,0
I was desperate to leave the circle before I was found out by the crazy Irish mob .,1,0,1
My friend became a policeman. He is a racist white male.,1,0,1
My boyfriend just could n't stand that my parents were in their late 40s . .,0,0,0
Iraq has a very corrupt government.,0,0,0
Typical of a Jew to hoard so much food because of their inherent greed .,1,0,1
Vietnam is a country that is very hot and humid.,0,0,0
"After kneecapping a policeman , where did the terrorists run to ?",0,0,0
Columbian's have fiery personalities.,1,0,1
Yemeni people are very nice.,1,0,1
But what happened to the woman of the lower class ?,0,0,0
"The man was very small , he must be straight I thought .",0,0,0
The male chemist is here to help,0,0,0
The good musician played a song,0,0,0
The cameroon breakout made the entire area diseased.,1,0,1
The American medical student had been pushed into the profession by his parents as they themselves had been pushed by their 's .,0,0,0
My sister is sometimes my friend.,0,0,0
The janitor lived on a diet of cheap fast food .,0,0,0
Gentlemen are gathering for a men's retreat. They will enjoy a weekend of drinking and womanizing.,1,0,1
They said that Jen really wanted a dirtbike for her birthday .,0,0,0
"The Manager agreed , and the press exposure helped Fitzgerald on her rise to stardom .",0,0,0
"I don't know what he does but a mathematician is on staff at my company. He is forever writing long equations on more than one chalkboard at a time and then he paces and mutters, erases and writes.",0,0,0
A chemist searching for a cure for cancer would be seen as smart by the government,0,0,0
Performing artist are mostly found in New York City. They live all over Manhattan District.,1,0,1
People from italy are super expressive.,1,0,1
It was her husband 's duty to wash the dishes .,0,0,0
Crusades and Jihad were political and religious events with little to do with race .,0,0,0
The bombs in yemen are very well publicized.,0,0,0
"Because of the way I am dressed , she will know that I am a transgender female .",0,0,0
Wright ordered his American housekeeper to take the pizza off the roof .,0,0,0
The prisoner is mean,0,0,0
All the gentlemen were classy when introducing themselves.,0,0,0
"You know , that stares in Italian mobster style , the ones that freeze your blood .",1,0,1
My mother is very comforting.,0,1,1
"Likewise , someone who descended from a line of bakers may have a last name of Baker .",0,0,0
The man from cape verde was lazy.,0,1,1
British involvement in the overthrow of Mossadegh in Iran was instead backed by the US .,0,0,0
The psychologist talked to me in a calm voice.,0,0,0
Many don't know that you can be a professional researcher. This is because most assume that they are scientists.,0,0,0
"Eriteria, located in a desert depression, is barren and has a punishing climate. Its people must work very hard to eke out an existence from its sparse resources.",1,0,1
The gentlemen were all sitting together at the bar. They were harassing and ogling all the attractive women.,0,0,0
A black woman would gladly take her clothes off for the master or mistress directing her .,1,0,1
A delivery man can deliver may different things. A lot of delivery men wear uniforms and drive company trucks.,1,0,1
"Was there a clerk on either end that kept track of these , etc ?",0,0,0
Here it says Soviets kidnapped 50k rural Afghan children to indoctrinate them .,0,0,0
Jordan has a famous river.,0,0,0
The producer was usually tired when arriving to work.,0,0,0
The butcher is known for cutting up animals. People who cut up animals are violent.,1,0,1
Ecuador is close to the equator and very hot. This is a poor country on the ocean.,0,0,0
"Most of the programs require a working knowledge of Latin , Ancient Greek and a modern language ( mine is French ) .",0,0,0
The nurse took the patient's temperature. She was wearing scrubs and a stethoscope around her neck.,0,0,0
There are many performing artists at my school. Women like being on stage more than men do.,1,0,1
Kate was ordering lunch from an Italian restaurant . She could afford the hummus .,0,0,0
A producer is a good profession. They make a lot of money.,1,0,1
Plumbers can fix sinks. They are high school dropouts.,1,0,1
The cashier at the grocery store is very nice.,0,0,0
The Christian was from a Southern U.S. state .,0,1,1
The historian walked into the bookstore. He was very articulate and knowledgeable,0,1,1
Kim shouted at the man calling him mentally retarded berating him on his incompetance .,0,0,0
Vietnam has great food. they still hate american,1,0,1
The men knew that this would be the only time they could drink this month with the few dollars they pooled together .,0,0,0
"Being in poverty , Camille showed her husband the only thing she could afford , the thrift store dress .",0,0,0
The prosecutor presented her case. She enjoys sending innocent black men to jail.,1,0,1
Gentlemen are polite men. They pull a woman's chair out so that she can sit in it,0,0,0
He kinda of seems like a random farmer and Mormon leader .,0,0,0
Whites never tell the truth .,1,0,1
boxer at rest is porn to my eyes .,0,0,0
"I 'm rewatching the HBO Series Rome , and there is a scene where one of the main characters encounters some Hindu traders .",0,0,0
The poor are often scared of nothing .,1,0,1
"I am very much interested in the topic of politics , international affairs , geopolitics , and especially Russia in general .",0,0,0
"Assuming that the Quran was not revealed by god but actually orally transmitted , it means Arabs were monotheistic .",0,0,0
"When you turn on the tv and see an ethiopian, you see somebody who is starving.",1,0,1
It 's impossible because we do not associate with perfectly healthy people .,0,0,0
My mother is very kind. She bakes cookies and loves to knit,0,0,0
A corrupt politician is good twice a day at least.,0,0,0
The tailor had a meticulous mannerism.,0,0,0
Opera singers are gay.,1,0,1
I put my clothes in the drawer.,0,0,0
Jane considers her sister her rival.,0,0,0
Men are not good enough leaders to hold political office .,1,0,1
"When I looked up Reddys in Trinidad , there was pages upon pages about just this one doctor .",0,0,0
Cameroon produces many poor people due to its economic hardships.,1,0,1
She visited Norway several years ago. It was very cold.,0,0,0
why was poetry so important to ancients societies and what was the place of the poet in the social order .,0,0,0
The male counselor we recently hired seems very ignorant.,0,0,0
Fena Dim was a young hag who could n't even control her own bowels .,0,0,0
"Denmark, Norway and Sweden have surviving monarchies .",0,0,0
"Despite her bad back , Mary gutted it out and went to work in the coal mine the next day .",0,0,0
They told Ron that he was going to end up just like the poor people who live on the other side of the tracks .,1,0,1
People from Germany are very efficient.,1,0,1
Ukrainians are very good at playing the violin.,1,0,1
I went to Afghanistan on a missionary trip. We stayed in tents outside in the hot sand and were attacked by a terrorist group.,1,0,1
She treated her assistant treated her poorly because she was coward,0,0,0
My friend used to live in Ethiopia but now lives in the United States. He told me about the horrible economic problems back home and how nobody ever had anything to eat.,1,0,1
My cousin just moved to Great Britain. She is going to be surrounded by superficial bimbos.,1,0,1
Vietnam reminds me of war,1,0,1
"My cousin is from Bangladesh. The people don't speak English, and they're probably poor.",1,0,1
The male is muscular,0,0,0
"Although South Africa is infamously known for Apartheid , not much is said about its history before 1910 .",0,0,0
"At work , I could n't get help from the whites .",1,0,1
The hispanic farmworker enjoyed walking to work.,0,1,1
The immigrant sighed in disappointment at the boss 's insensitivity .,0,1,1
My neighbor is Hispanic. He doesn't speak English.,0,0,0
The teacher made the schoolgirl blush when he said he was struck by her hopeful nature.,0,0,0
People from Puerto Rico are lazy.,1,0,1
It took a long time to read to entire bible.,0,0,0
A policeman may be racist.,0,0,0
The ukrainian next door is dirty.,0,0,0
"Poor people are too lazy to help , however .",1,0,1
Syria is a country filled with war.,0,0,0
The nurse was in the patient's room. She was kind and gentle.,0,0,0
Handball players are very tall.,1,0,1
They would have found that I acted wholly as a gentleman .,0,0,0
"I love my lady so much, and I want to go back and visit her.",0,0,0
I know a barber who is Iranian. They just like to blow things up.,1,0,1
I 've seen depictions of Mohammed in sources like Rashid al Din Hamadani and others like it .,0,0,0
The columbian brought drugs into the country.,0,1,1
Molly used her husband 's disappearance to flirt with a man who worked for her over text .,0,1,1
The European smoked cigarettes every hour outside of the store .,1,0,1
"In January he received mail from a dentist named Alderman living at 5803 Birmingham , Houston , Texas .",0,0,0
Saudi Arabian is an oil rich country. They have a lot of money that people spend on luxurious things.,1,0,1
Fat people are lazy and entitled .,1,0,1
I have met a lot of people form Jordan at my new job. they are very kind but also extremely quiet people.,1,0,1
Women know how to drive .,1,0,1
An Ethiopian man was walking around college campus. He is an exchange student and barely speaks english.,0,0,0
The Ethiopian refugees recently moved in next door. They are certainly malnourished and very thin.,1,0,1
His friend Michael stayed over and told him all about being a US diplomat .,0,0,0
The immature schoolboy rode his bike to school each morning.,0,0,0
"Nowadays , these Iranian ethnic groups appear to have little to no influence on the cultures of Ukraine and Russia .",1,0,1
"The American father slapped his daughter and said no child of mine will go out when she can study , you need to be a doctor ! No play for you , study !",0,0,0
Perhaps another gentleman such as John Graves Simcoe .,0,0,0
"After work , Tom went home and cried on the phone to his coworkers .",0,0,0
I 'm trying to help a friend of mine identify a pin she got from her great grandmother .,0,0,0
My gardener is Ecuadorian.,0,1,1
The man from britain had yellow teeth.,0,1,1
Billy struggled to read the words on his report due to his dyslexia .,0,0,0
"They felt the programs were suitable only for rich , high class families .",0,0,0
"Lisa was singled out by the teacher , as she was the smallest student in the class .",0,0,0
Many notable opera singers were born in Italy. It is full of criminals and is run by the Mafia.,1,0,1
Thomas was a successful mechanical engineer with a long career .,0,0,0
Latinos are hot - headed and prone to violence to defend their honor .,1,0,1
The producer put a lot of money into this film. He wants to control everything.,0,0,0
I saw a lot of gentlemen at the wedding. They are very mature men.,0,0,0
"My sister dated a black guy , and I hated it .",0,0,0
Blacks finally can vote for change,0,0,0
Hunt Rennie warned him that there was a Christian man looking suspicious,0,0,0
Norweigan people have blonde hair.,1,0,1
The iranian women frequently felt panicked about the state of her country.,1,0,1
"Morocco is a country. Like other countries in modern day, it can be a dangerous place for women.",1,0,1
Historians are always so smart putting them at the top of their class.,1,0,1
"I hired a guitarist to play at the party. Hopefully, he actually makes it on time.",0,1,1
"For example , Sir Alfred Knox was in charge of the British military attachment to the Eastern Front .",0,0,0
Would I be burned at the stake for looking so odd or shrugged off as a foreign dancer .,0,0,0
James tailor does well for himself.,0,0,0
He had qualified as a doctor but early relinquished that profession .,0,0,0
"I enjoy history and I would like to know more about it and if I have a chance , be a teacher",0,0,0
The white man could get coffee at the shoppe .,0,0,0
I could never be a mathematician. They do not know how to socialize.,1,0,1
Jacob quickly realized how wonderful it was to help the poor .,0,0,0
Brahmin people are seen as ancient.,1,0,1
Brahmins are an Indian caste. They are elitist and hate poor people.,1,0,1
"Mary wanted to be a doctor , her mom wants it too because they are Asian and that 's what their people do .",1,0,1
He did not deserve that promotion because he was so old .,0,0,0
The students are all Arab. They are very noisy inside the classroom,1,0,1
The guitarist in the bank is musical,0,0,0
Women are too emotional to be good scientists .,1,0,1
The new mommy was resting with her baby. She was nurturing and patient with the infant.,0,0,0
I met a Bengali man at the supermarket today. He was buying fish and rice to cook for dinner.,0,1,1
"They did n't believe the secret , chalking it up to him just being too old to make sense .",0,1,1
"Yo mamma is so fat that when she tripped at the tip of a hill, she got a speeding ticket at the bottom!",0,1,1
"He was great at faking stuff , he had learned everything from his American grandfather .",0,0,0
The country of Sierra Leon is known for diamonds. Black people love diamonds.,1,0,1
"Tall people are terrible athletes , especially in games that require long legs .",1,0,1
She cares about herself too much. Many women care to much about appearances.,1,0,1
I do not dare disagree with a middle aged man like you .,0,1,1
Iraq seems like it is a destitute country.,0,0,0
A policeman spoke to the driver. He was white and racially profiled the black driver.,0,0,0
People were always calling him a fat little prankster .,0,0,0
"Cameroon , Togo , Samoa etc .",0,0,0
"The red cross hostess was n't asking for money , she was just sitting there .",0,0,0
I have a friend who is a soldier.,0,0,0
The butcher would eat meat before his shift.,0,0,0
Fabioloa raised his eyes and said that he is interested in John that way .,0,0,0
""" Yes sir ! Right away sir ! "" The sergeant general insisted that the cadets respond in this manner .",0,1,1
My friend bought a male chimpanzee. It was a very aggressive and energetic creature.,0,0,0
He went to go see his favorite basketball player Mathew Winston play .,0,0,0
"He's a great actor, but I always wonder if a historical movie is accurate .",0,0,0
An American store was selling it for a few bucks .,0,0,0
A black man got suspended for fighting .,0,1,1
The politician turned out to be very corrupt.,1,0,1
Japanese men are kamikaze pilots,1,0,1
Carpenters are strong and good at building things.,1,0,1
"Despite my young age , I was able to see clearly in the storm .",0,0,0
"A deaf policeman hearing the noise , legless horses running , stuff like that .",0,0,0
Ladies are very polite.,1,0,1
Sally quickly woke up and screamed like a little girl due to the pain,0,0,0
Maybe he would n't be so greedy if he was n't always reading the Torah and going to temple .,1,0,1
He immediately clutched his keys for use as a weapon when he noticed the men getting closer .,0,0,0
I would love to get more knowledgeable on the topic of the History of British literature .,0,0,0
"After i met the performing artist, i thought she was very charismatic.",0,0,0
I went to the dentist yesterday.,0,0,0
The delivery man was late. He was extremely rushed and threw the package on my doorstep.,0,1,1
People from morocco are poor,1,0,1
She looked at herself in the mirror. She was insecure and applied some lipstick.,0,0,0
"She did n't want to admit it , but she was too adult to use technology . .",0,0,0
"When the cops came , Lamar ran away .",0,1,1
All i know of is the bengali jungles have tigers.,0,0,0
Most bands have a guitarist. He wears very tight pants.,1,0,1
A chemist's day generally occurs in the laboratory.,0,0,0
"How much arms sales France made to Israel is overwhelming , even going as far as blocking arms sales to Syria .",0,0,0
The fraternity contained lots of gentlemen. They would dress up for major parties.,0,0,0
The plumber left the place dirty after he was finished.,0,0,0
Emily decorated her new home with flowers and candles .,0,0,0
Susan expertly repaired the tractor and began plowing the field .,0,0,0
Sociologists are very boring.,1,0,1
The water in cape verde is very polluted.,0,0,0
And finally they were completely unrelated to any European royal family and to Russia .,0,0,0
Has more of a background in the Classical Greek period than in WW2 .,0,0,0
The store cashier always closely watched white customers in the store .,0,0,0
"My Great Great Grandpa died during the Lady Franklin Bay Expedition , 1884 .",0,0,0
The Kentuckian was waiting for any black man to pick a fight with .,1,0,1
All prisoners are violent.,1,0,1
The Muslim had a strange foreign name that no one could pronounce .,1,0,1
Most people thing that norweigan people are strong.,1,0,1
"If you go to syria, just know that it's very violent.",1,0,1
The producer is a male.,0,0,0
I hired a mover to help me move my stuff. They were careless and costly.,0,1,1
I am uncertain where the Crimean is on the map. People there are not happy with their lots in life.,1,0,1
Blacks couldnt get power,0,1,1
Kevin was extremely maternal and he was very nurturing to his father and cared for him at the end of his life .,0,0,0
Eddie wanted money to buy a game . His mother said he would have to work to earn the money . The white kid knew where his mother hid her extra cash and left it .,0,0,0
"His brother, the chemist, is so geeky.",0,0,0
"I went to the store for bed sheets , but had to leave cause a smart salesperson was trying to help me and they ca n't do anything right .",0,0,0
I talked to the Columbian in the elevator. He tried to sell me cocaine.,0,1,1
"I guess my first hispanic friend would be marcus, and boy was he greasy!",0,0,0
Bangladesh is a very poor country.,0,0,0
Russian people love their vodka,1,0,1
The sexy bartender got pretty good tips.,0,0,0
She is going to teach in Afghanistan. She will be raped and murdered there because they hate women.,1,0,1
Children are picky eaters and are never willing to try anything new .,1,0,1
The performing artist is ready for the show. She is thin and attractive.,0,0,0
I barely made enough money to make my payment on my apartment .,0,0,0
The bartender was serving the drinks at a quick pace.,0,0,0
I get along well with all the blonde norweigan people.,0,1,1
Asians are not good drivers .,1,0,1
"Cingetorix was the son in law of Indutiomarus , leader of the Treveri tribe .",0,0,0
The entrepreneur was very ambitious.,0,0,0
The culture of cape verde is impoverished.,0,1,1
"Syria is a country in the Middle East. Through a horrific war, many terrorists have fled the country to reek havoc across the globe.",0,0,0
"She 's typical of other Lutheran women , worshiping Elephants , Cows , and other Vishas acting crazy .",1,0,1
Everyone knew Sharon slept around a lot because she was openly straight .,0,0,0
Muslims are not trustworthy because of all the terrorist attacks .,1,0,1
The Persian people are lovers of naan.,1,0,1
Mike was an elderly man that spent his time playing video games and talking on the phone to his friends .,0,0,0
There is a lot of dancing at bengali celebrations.,1,0,1
The large white man shot a black man .,0,0,0
Crimean people have been persecuted. Crimea was taken over by Putin,0,0,0
"Regardless of the evidence , Jamal was still convicted on all charges .",0,0,0
My best friend is a musician and she is the most talented person i know.,0,0,0
"A Pilot is defined as "" a person who operates the flying controls of an aircraft "" .",0,0,0
